experiment_id,match_id,agent_1,agent_2,focal_agent,focal_side,opponent,focal_color,trials,opponent_trials,configuration_trials,game_id,seed,starter,s_trials,mario_agent,winner,winner_agent,result,score,num_moves,total_game_time,mean_decision_time,total_decision_time,num_decisions
S_vs_Mario_alternating_50,S_vs_Mario_game_027,Agente Mario,Agente con rollouts heuristicos,Agente Mario,agent_1,Agente con rollouts heuristicos,first,0,50,0,27,2053,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,loss,-1,22,19.3487027999945,0.004551881818439473,0.0500707000028342,11
S_vs_Mario_alternating_50,S_vs_Mario_game_027,Agente Mario,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Mario,second,50,0,50,27,2053,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,win,1,22,19.3487027999945,1.75433268182149,19.29765950003639,11
S_vs_Mario_alternating_50,S_vs_Mario_game_028,Agente con rollouts heuristicos,Agente Mario,Agente con rollouts heuristicos,agent_1,Agente Mario,first,50,0,50,28,2054,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,win,1,7,7.6685369000188075,1.9142360250116326,7.65694410004653,4
S_vs_Mario_alternating_50,S_vs_Mario_game_028,Agente con rollouts heuristicos,Agente Mario,Agente Mario,agent_2,Agente con rollouts heuristicos,second,0,50,0,28,2054,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,loss,-1,7,7.6685369000188075,0.003803733328823,0.011411199986469,3
S_vs_Mario_alternating_50,S_vs_Mario_game_029,Agente Mario,Agente con rollouts heuristicos,Agente Mario,agent_1,Agente con rollouts heuristicos,first,0,50,0,29,2055,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,loss,-1,22,19.63292330002878,0.00504371817541224,0.055480899929534644,11
S_vs_Mario_alternating_50,S_vs_Mario_game_029,Agente Mario,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Mario,second,50,0,50,29,2055,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,win,1,22,19.63292330002878,1.7796779363680715,19.576457300048787,11
S_vs_Mario_alternating_50,S_vs_Mario_game_030,Agente con rollouts heuristicos,Agente Mario,Agente con rollouts heuristicos,agent_1,Agente Mario,first,50,0,50,30,2056,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,win,1,7,7.670057100011036,1.9144436749920715,7.657774699968286,4
S_vs_Mario_alternating_50,S_vs_Mario_game_030,Agente con rollouts heuristicos,Agente Mario,Agente Mario,agent_2,Agente con rollouts heuristicos,second,0,50,0,30,2056,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,loss,-1,7,7.670057100011036,0.0040268333395943046,0.012080500018782914,3
S_vs_Mario_alternating_50,S_vs_Mario_game_031,Agente Mario,Agente con rollouts heuristicos,Agente Mario,agent_1,Agente con rollouts heuristicos,first,0,50,0,31,2057,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,loss,-1,22,21.45441690000007,0.004561063648328523,0.05017170013161376,11
S_vs_Mario_alternating_50,S_vs_Mario_game_031,Agente Mario,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Mario,second,50,0,50,31,2057,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,win,1,22,21.45441690000007,1.94575368182268,21.40329050004948,11
S_vs_Mario_alternating_50,S_vs_Mario_game_032,Agente con rollouts heuristicos,Agente Mario,Agente con rollouts heuristicos,agent_1,Agente Mario,first,50,0,50,32,2058,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,win,1,9,8.674585900036618,1.731337300001178,8.65668650000589,5
S_vs_Mario_alternating_50,S_vs_Mario_game_032,Agente con rollouts heuristicos,Agente Mario,Agente Mario,agent_2,Agente con rollouts heuristicos,second,0,50,0,32,2058,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,loss,-1,9,8.674585900036618,0.004393600000184961,0.017574400000739843,4
S_vs_Mario_alternating_50,S_vs_Mario_game_033,Agente Mario,Agente con rollouts heuristicos,Agente Mario,agent_1,Agente con rollouts heuristicos,first,0,50,0,33,2059,Agente Mario,50,Winner,draw,Draw,draw,0,42,24.63100559997838,0.004191019051220445,0.08801140007562935,21
S_vs_Mario_alternating_50,S_vs_Mario_game_033,Agente Mario,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Mario,second,50,0,50,33,2059,Agente Mario,50,Winner,draw,Draw,draw,0,42,24.63100559997838,1.168580266658128,24.54018559982069,21
S_vs_Mario_alternating_50,S_vs_Mario_game_034,Agente con rollouts heuristicos,Agente Mario,Agente con rollouts heuristicos,agent_1,Agente Mario,first,50,0,50,34,2060,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,win,1,7,7.46656960004475,1.863653099993826,7.454612399975304,4
S_vs_Mario_alternating_50,S_vs_Mario_game_034,Agente con rollouts heuristicos,Agente Mario,Agente Mario,agent_2,Agente con rollouts heuristicos,second,0,50,0,34,2060,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,loss,-1,7,7.46656960004475,0.0039199333017071085,0.011759799905121326,3
S_vs_Mario_alternating_50,S_vs_Mario_game_035,Agente Mario,Agente con rollouts heuristicos,Agente Mario,agent_1,Agente con rollouts heuristicos,first,0,50,0,35,2061,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,loss,-1,24,22.957049800024834,0.005016058339000058,0.060192700068000704,12
S_vs_Mario_alternating_50,S_vs_Mario_game_035,Agente Mario,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Mario,second,50,0,50,35,2061,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,win,1,24,22.957049800024834,1.907981816669538,22.895781800034456,12
S_vs_Mario_alternating_50,S_vs_Mario_game_036,Agente con rollouts heuristicos,Agente Mario,Agente con rollouts heuristicos,agent_1,Agente Mario,first,50,0,50,36,2062,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,win,1,9,8.940799699979834,1.7845792599953711,8.922896299976856,5
S_vs_Mario_alternating_50,S_vs_Mario_game_036,Agente con rollouts heuristicos,Agente Mario,Agente Mario,agent_2,Agente con rollouts heuristicos,second,0,50,0,36,2062,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,loss,-1,9,8.940799699979834,0.004406924999784678,0.017627699999138713,4
S_vs_Mario_alternating_50,S_vs_Mario_game_037,Agente Mario,Agente con rollouts heuristicos,Agente Mario,agent_1,Agente con rollouts heuristicos,first,0,50,0,37,2063,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,loss,-1,34,25.051143700024113,0.00461682941257844,0.07848610001383349,17
S_vs_Mario_alternating_50,S_vs_Mario_game_037,Agente Mario,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Mario,second,50,0,50,37,2063,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,win,1,34,25.051143700024113,1.4688605352969129,24.970629100047518,17
S_vs_Mario_alternating_50,S_vs_Mario_game_038,Agente con rollouts heuristicos,Agente Mario,Agente con rollouts heuristicos,agent_1,Agente Mario,first,50,0,50,38,2064,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,win,1,7,7.826511999999639,1.9535956000036094,7.814382400014438,4
S_vs_Mario_alternating_50,S_vs_Mario_game_038,Agente con rollouts heuristicos,Agente Mario,Agente Mario,agent_2,Agente con rollouts heuristicos,second,0,50,0,38,2064,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,loss,-1,7,7.826511999999639,0.003965833340771496,0.011897500022314489,3
S_vs_Mario_alternating_50,S_vs_Mario_game_039,Agente Mario,Agente con rollouts heuristicos,Agente Mario,agent_1,Agente con rollouts heuristicos,first,0,50,0,39,2065,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,loss,-1,22,19.44696789997397,0.005115745451555334,0.05627319996710867,11
S_vs_Mario_alternating_50,S_vs_Mario_game_039,Agente Mario,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Mario,second,50,0,50,39,2065,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,win,1,22,19.44696789997397,1.7626953363704325,19.38964870007476,11
S_vs_Mario_alternating_50,S_vs_Mario_game_040,Agente con rollouts heuristicos,Agente Mario,Agente con rollouts heuristicos,agent_1,Agente Mario,first,50,0,50,40,2066,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,win,1,7,7.725085400044918,1.9277837999834446,7.7111351999337785,4
S_vs_Mario_alternating_50,S_vs_Mario_game_040,Agente con rollouts heuristicos,Agente Mario,Agente Mario,agent_2,Agente con rollouts heuristicos,second,0,50,0,40,2066,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,loss,-1,7,7.725085400044918,0.004580799994679789,0.013742399984039366,3
S_vs_Mario_alternating_50,S_vs_Mario_game_041,Agente Mario,Agente con rollouts heuristicos,Agente Mario,agent_1,Agente con rollouts heuristicos,first,0,50,0,41,2067,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,loss,-1,30,24.155384799989406,0.004953246668446809,0.07429870002670214,15
S_vs_Mario_alternating_50,S_vs_Mario_game_041,Agente Mario,Agente con rollouts heuristicos,Agente con rollouts heuristicos,agent_2,Agente Mario,second,50,0,50,41,2067,Agente Mario,50,Winner,agent_2,Agente con rollouts heuristicos,win,1,30,24.155384799989406,1.605279886664357,24.079198299965356,15
S_vs_Mario_alternating_50,S_vs_Mario_game_042,Agente con rollouts heuristicos,Agente Mario,Agente con rollouts heuristicos,agent_1,Agente Mario,first,50,0,50,42,2068,Agente con rollouts heuristicos,50,Winner,agent_1,Agente con rollouts heuristicos,win,1,7,7.722320000000764,1.9271860750159249,7.7087443000636995,4
